,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
123,501086.SH,ESG基金LOF,华宝基金,中国工商银行,股票型,20190821,,20190912,20190719,,3.1686,0.5,0.1,,1.0,0.0001,,MSCI中国A股国际通ESG通用指数*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190912,20190912,E
124,515880.SH,通信ETF,国泰基金,中国工商银行,股票型,20190816,,20190906,20190722,,4.7646,0.5,0.1,,1.0,0.1,,中证全指通信设备指数收益率,L,被动指数型,契约型开放式,,20190906,20190906,E
125,515300.SH,红利低波ETF基金,嘉实基金,中国工商银行,股票型,20190808,,20190919,20190701,,7.6668,0.5,0.1,,1.0,0.1,,沪深300红利低波动指数收益率,L,被动指数型,契约型开放式,,20190919,20190919,E
126,512190.SH,浙商之江凤凰ETF,浙商资管,中国银行,股票型,20190805,,20190909,20190626,,3.2432,0.5,0.1,,1.0,0.1,,中证浙江凤凰行动50指数收益率,L,被动指数型,契约型开放式,,20190909,20190909,E
127,159968.SZ,ZZ500ETF,博时基金,招商银行,股票型,20190801,,20191031,20190701,,27.6219,0.15,0.05,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20191031,20191031,E
128,512650.SH,长三角ETF,汇添富基金,浦发银行,股票型,20190726,,20191025,20190520,,64.2894,0.15,0.05,,1.0,0.1,,中证长三角一体化发展主题指数收益率,L,被动指数型,契约型开放式,,20191025,20191025,E
129,512790.SH,民企成长ETF,华安基金,海通证券,股票型,20190726,20200615,20190906,20190506,,2.6548,0.5,0.1,,1.0,0.1,,中证民企成长指数收益率,L,被动指数型,契约型开放式,,20190906,20190906,E
130,512710.SH,军工龙头ETF,富国基金,中国建设银行,股票型,20190723,,20190826,20190524,,72.0233,0.5,0.1,,1.0,0.1,,中证军工龙头指数收益率,L,被动指数型,契约型开放式,,20190826,20190826,E
131,515000.SH,科技ETF,华宝基金,中国工商银行,股票型,20190722,,20190816,20190704,,10.3729,0.5,0.1,,1.0,0.1,,中证科技龙头指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
132,501079.SH,科创大成,大成基金,中国建设银行,混合型,20190718,,20200120,20190624,,8.6322,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合全价指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
133,161729.SZ,招商瑞利,招商基金,中国建设银行,混合型,20190718,,20200115,20190603,,2.8437,1.5,0.2,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,灵活配置型,契约型开放式,,,,E
134,159973.SZ,民企100,弘毅远方基金,广发证券,股票型,20190716,,20190809,20190617,,3.8498,0.3,0.2,,1.0,0.1,,国证民企领先100指数收益率,L,被动指数型,契约型开放式,,20190809,20190809,E
135,512930.SH,AIETF,平安基金,交通银行,股票型,20190712,,20190823,20190513,,2.0113,0.15,0.05,,1.0,0.1,,中证人工智能主题指数收益率,L,被动指数型,契约型开放式,,20190823,20190823,E
136,512720.SH,计算机ETF,国泰基金,中国农业银行,股票型,20190711,,20190816,20190603,,6.1845,0.5,0.1,,1.0,0.1,,中证计算机主题指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
137,501085.SH,财通科创3年封闭,财通基金,中国工商银行,混合型,20190711,,20200207,20190624,,7.756,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*75%+上证国债指数收益率*25%,L,灵活配置型,契约型开放式,,,,E
138,501080.SH,科创主题投资基金,中金基金,中国银行,混合型,20190711,,20191225,20190624,,9.913,1.0,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*65%+中债-综合全价(总值)指数收益率*35%,L,灵活配置型,契约型开放式,,,,E
139,512670.SH,国防ETF,鹏华基金,中国建设银行,股票型,20190705,,20190801,20190610,,9.3183,0.3,0.1,,1.0,0.1,,中证国防指数收益率,L,被动指数型,契约型开放式,,20190801,20190801,E
140,501083.SH,科创银华,银华基金,招商银行,混合型,20190705,,20200107,20190624,,9.8974,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合财富指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
141,159969.SZ,深100P,银华基金,国泰君安,股票型,20190628,,20190828,20190506,,6.939,0.2,0.1,,1.0,0.1,,深证100指数,L,被动指数型,契约型开放式,,20190828,20190828,E
142,501081.SH,科创中欧,中欧基金,招商银行,混合型,20190628,,20190906,20190624,,9.8879,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,L,灵活配置型,契约型开放式,,,,E
143,169301.SZ,财通500,财通证券资管,中国银行,股票型,20190627,20200517,20190731,20190528,20200518,0.4889,1.0,0.15,,1.0,0.1,,中证500指数收益率*95%+银行人民币活期存款利率(税后)*5%,D,增强指数型,契约型开放式,,20190805,20190805,E
144,501082.SH,科创投资LOF,博时基金,中国工商银行,混合型,20190627,,20191226,20190624,,9.9679,1.0,0.15,,1.0,0.0001,,中国战略新兴产业成份指数收益率*50%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)*20%,L,灵活配置型,契约型开放式,,,,E
145,160645.SZ,鹏华回报,鹏华基金,中国建设银行,混合型,20190625,,20191128,20190430,,2.3745,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(经汇率调整后)*20%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,,,E
146,159967.SZ,创成长,华夏基金,中国农业银行,股票型,20190621,,20190715,20190506,,3.9134,0.5,0.1,,1.0,0.1,,创业板动量成长指数收益率,L,被动指数型,契约型开放式,,20190715,20190715,E
147,159966.SZ,创蓝筹,华夏基金,中国农业银行,股票型,20190614,,20190715,20190506,,3.5455,0.5,0.1,,1.0,0.1,,创业板低波蓝筹指数收益率,L,被动指数型,契约型开放式,,20190715,20190715,E
148,513000.SH,日经225ETF易方达,易方达基金,中国工商银行,股票型,20190612,,20190625,20190528,,5.0841,0.2,0.05,,1.0,0.1,,日经225指数收益率(使用估值汇率折算),L,被动指数型,契约型开放式,,20190625,20190625,E
149,513520.SH,日经225ETF基金,华夏基金,中国建设银行,股票型,20190612,,20190625,20190528,,4.3049,0.2,0.05,,1.0,0.1,,日经225指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20190625,20190625,E
150,513800.SH,东京证券指数ETF,南方基金,中国工商银行,股票型,20190612,,20190625,20190528,,3.0843,0.2,0.05,,1.0,0.1,,"东证指数(Tokyo Stock Price Index,“TOPIX”)(经汇率调整后)",L,被动指数型,契约型开放式,,20190625,20190625,E
151,501075.SH,科创主题,万家基金,中国建设银行,混合型,20190612,,20190912,20190605,,9.664,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,,,E
152,513880.SH,日经225ETF,华安基金,中国银行,股票型,20190612,,20190625,20190528,,2.7497,0.2,0.05,,1.0,0.1,,日经225指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20190625,20190625,E
153,501078.SH,科创配置LOF,广发基金,中国农业银行,混合型,20190611,,20191118,20190605,,9.8898,1.5,0.25,,1.0,0.001,,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
154,501077.SH,科创富国,富国基金,招商银行,混合型,20190611,,20191028,20190605,,9.8853,1.5,0.25,,1.0,0.0001,,中国战略新兴产业成份指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,,,,E
155,501073.SH,科创混合,华安基金,中国建设银行,混合型,20190611,,20191220,20190605,,9.8857,1.2,0.2,,1.0,0.0001,,中债综合指数收益率*60%+中国战略新兴产业成份指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
156,159971.SZ,创业板FG,富国基金,中国建设银行,股票型,20190611,,20190702,20190509,,5.3801,0.3,0.1,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190702,20190702,E
157,501076.SH,科创基金,鹏华基金,中国工商银行,混合型,20190610,,20191209,20190605,,9.8894,1.2,0.2,,1.0,0.001,,中国战略新兴产业成份指数收益率*50%+中债总指数收益率*50%,L,灵活配置型,契约型开放式,,,,E
158,501072.SH,标普红利增强LOF,国金基金,招商证券,股票型,20190605,,20190702,20190408,,2.0436,1.2,0.2,,1.0,0.01,,标普中国A股低波红利指数收益率*95%+人民币银行活期存款收益率(税后)*5%,L,增强指数型,契约型开放式,,20190624,20190624,E
159,160526.SZ,博时优势,博时基金,招商银行,混合型,20190603,,20191202,20190507,,10.8525,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,灵活配置型,契约型开放式,,,,E
160,512910.SH,中证100ETF,广发基金,中国工商银行,股票型,20190527,,20190701,20190408,,4.1463,0.5,0.1,,1.0,0.1,,中证100指数,L,被动指数型,契约型开放式,,20190701,20190701,E
161,512750.SH,基本面50ETF,嘉实基金,中国工商银行,股票型,20190523,,20190705,20190408,,43.5935,0.5,0.1,,1.0,0.1,,中证锐联基本面50指数收益率,L,被动指数型,契约型开放式,,20190705,20190705,E
162,510350.SH,工银沪深300ETF,工银瑞信基金,中国农业银行,股票型,20190520,,20190816,20190211,,68.6369,0.45,0.1,,1.0,0.1,,沪深300指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
163,512170.SH,医疗ETF,华宝基金,中国银行,股票型,20190520,,20190617,20190422,,2.4944,0.5,0.1,,1.0,0.1,,中证医疗指数收益率,L,被动指数型,契约型开放式,,20190617,20190617,E
164,512760.SH,芯片ETF,国泰基金,中国银行,股票型,20190516,,20190612,20190422,,2.7766,0.5,0.1,,1.0,0.1,,中华交易服务半导体芯片行业指数收益率,L,被动指数型,契约型开放式,,20190612,20190612,E
165,161029.SZ,银行FG,富国基金,中国农业银行,股票型,20190510,,20190617,20190510,,,1.0,0.22,,1.0,,,中证银行指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190513,20190513,E
166,512480.SH,半导体ETF,国联安基金,国泰君安,股票型,20190508,,20190612,20190422,,3.125,0.5,0.1,,1.0,0.1,,中证全指半导体产品与设备指数收益率,L,被动指数型,契约型开放式,,20190612,20190612,E
167,166025.SZ,中欧远见,中欧基金,中国工商银行,混合型,20190424,,20190527,20190415,,31.6489,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,L,混合型,契约型开放式,,,,E
168,510890.SH,红利低波ETF,兴业基金,中国工商银行,股票型,20190422,,20190624,20190115,,15.9756,0.5,0.1,,1.0,0.1,,上证红利低波动指数收益率,L,被动指数型,契约型开放式,,20190624,20190624,E
169,512290.SH,生物医药ETF,国泰基金,中国银行,股票型,20190418,,20190520,20190325,,4.6082,0.5,0.1,,1.0,0.1,,中证生物医药指数收益率,L,被动指数型,契约型开放式,,20190520,20190520,E
170,512690.SH,酒ETF,鹏华基金,中国建设银行,股票型,20190404,,20190506,20190311,,3.5613,0.5,0.1,,1.0,0.1,,中证酒指数收益率,L,被动指数型,契约型开放式,,20190506,20190506,E
171,501071.SH,泓德丰泽,泓德基金,招商银行,混合型,20190328,,20190919,20190225,,13.2846,1.5,0.25,,1.0,0.01,,中证800指数收益率*70%+中国债券综合全价指数收益率*30%,L,灵活配置型,契约型开放式,,,,E
172,161912.SZ,社会责任,万家基金,中国农业银行,混合型,20190321,,20190614,20190218,,5.3507,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,,,E
173,160925.SZ,中华300,大成基金,中国农业银行,股票型,20190320,,20190329,20190218,,19.6833,0.5,0.1,,1.0,0.0001,,中华交易服务沪深港300指数(人民币)收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190329,20190329,E
174,159965.SZ,央视50,中融基金,中国银行,股票型,20190319,,20190424,20181212,,6.6743,0.5,0.1,,1.0,0.1,,央视财经50指数收益率,L,被动指数型,契约型开放式,,20190424,20190424,E
175,512380.SH,MSCI中国指数ETF,银华基金,中国工商银行,股票型,20190319,,20190430,20190102,,20.5881,0.5,0.1,,1.0,0.1,,MSCI中国A股人民币指数收益率,L,被动指数型,契约型开放式,,20190430,20190617,E
176,159964.SZ,创业板PA,平安基金,中国银行,股票型,20190315,,20190419,20190218,,2.4548,0.15,0.05,,1.0,0.1,,创业板指数收益率,L,被动指数型,契约型开放式,,20190419,20190419,E
177,159963.SZ,恒生中国,富国基金,中国工商银行,股票型,20190307,,20190326,20181130,,5.2895,1.0,0.2,,1.0,0.1,,经估值汇率调整的恒生中国企业指数收益率,L,被动指数型,契约型开放式,,20190326,20190326,E
178,512270.SH,沪深300低波ETF,华安基金,中国建设银行,股票型,20190307,,20190329,20181206,,3.7558,0.5,0.1,,1.0,0.1,,沪深300行业中性低波动指数收益率,L,被动指数型,契约型开放式,,20190329,20190329,E
179,159962.SZ,四川国改,华夏基金,中国建设银行,股票型,20190306,,20190418,20181126,,37.4339,0.5,0.05,,1.0,0.1,,中证四川国企改革指数收益率,L,被动指数型,契约型开放式,,20190418,20190418,E
180,501063.SH,添富悦享,汇添富基金,中国建设银行,混合型,20190131,,20190701,20181219,,9.615,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,,,E
181,501070.SH,广发睿阳,广发基金,中国工商银行,混合型,20190131,,20190731,20181228,,6.7267,1.5,0.25,,1.0,0.001,,中证800指数收益率*65%+中证全债指数收益率*35%,L,混合型,契约型开放式,,,,E
182,512590.SH,高股息ETF,浦银安盛基金,交通银行,股票型,20190129,,20190308,20190110,,3.495,0.5,0.1,,1.0,0.1,,中证高股息精选指数收益率,L,被动指数型,契约型开放式,,20190308,20190308,E
183,501069.SH,质量基金LOF,华宝基金,中国银行,股票型,20190124,,20190305,20181126,,2.7964,0.75,0.1,,1.0,0.0001,,标普中国A股质量价值指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190305,20190305,E
184,501311.SH,新经济港股通LOF,嘉实基金,中国银行,股票型,20190114,,20190214,20181128,,2.8,0.75,0.15,,1.0,0.0001,,恒生港股通新经济指数收益率(人民币计价)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190214,20190214,E
185,501064.SH,国泰价值,国泰基金,招商银行,混合型,20190110,,20190516,20181210,,2.6875,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,,,E
186,511030.SH,公司债ETF,平安基金,平安银行,债券型,20181227,,20190322,20181210,,51.0407,0.25,0.08,,1.0,0.1,,中债-中高等级公司债利差因子指数收益率,L,被动指数型,契约型开放式,,20190322,20190322,E
187,512150.SH,A50ETF,汇安基金,中国工商银行,股票型,20181221,,20190121,20181119,,2.1907,0.5,0.1,,1.0,0.1,,富时中国A50指数收益率,L,被动指数型,契约型开放式,,20190121,20190121,E
188,511020.SH,活跃国债ETF,平安基金,平安银行,债券型,20181221,,20190222,20181203,,11.3517,0.25,0.05,,1.0,0.1,,中证平安5-10年期国债活跃券指数收益率*100%,L,被动指数型,契约型开放式,,20190222,20190222,E
189,512890.SH,红利低波动ETF,华泰柏瑞基金,中国建设银行,股票型,20181219,,20190118,20181121,,6.8356,0.5,0.1,,1.0,0.1,,中证红利低波动指数收益率,L,被动指数型,契约型开放式,,20190118,20190118,E
190,512870.SH,杭州湾区ETF,南华基金,中国银行,股票型,20181214,,20190222,20181102,,5.0341,0.5,0.1,,1.0,0.1,,中证杭州湾区指数收益率,L,被动指数型,契约型开放式,,20190222,20190222,E
191,513680.SH,恒生国企ETF,建信基金,兴业银行,股票型,20181213,,20190121,20181119,,2.3575,0.5,0.1,,1.0,0.1,,恒生中国企业指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20190121,20190121,E
192,510850.SH,工银上证50ETF,工银瑞信基金,招商银行,股票型,20181207,,20190306,20181105,,113.5034,0.5,0.1,,1.0,0.1,,上证50指数收益率,L,被动指数型,契约型开放式,,20190306,20190306,E
193,501065.SH,经典成长,汇添富基金,中国工商银行,混合型,20181205,,20190508,20180906,,7.7043,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,,,E
194,501067.SH,富时AH50LOF,招商基金,中国银行,股票型,20181203,,20190104,20181101,,0.6877,0.8,0.15,,1.0,0.001,,富时中国A-H50指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190104,20190104,E
195,501068.SH,AH50LOF,招商基金,中国银行,股票型,20181203,,20190104,20181101,,2.9448,0.8,0.15,,1.0,0.001,,富时中国A-H50指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190104,20190104,E
196,510550.SH,方正中证500ETF,方正富邦基金,中国建设银行,股票型,20181130,,20190116,20181108,,2.1174,0.5,0.1,,1.0,0.1,,中证500指数收益率,L,被动指数型,契约型开放式,,20190116,20190116,E
